Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=0, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=1, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Using seed: 0
Using seed: 0
Using GPU: False
Using GPU: False
Rank: 0. World Size: 4
Rank: 1. World Size: 4
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Rank: 1, Epoch: 0, Training ...
Rank: 0, Epoch: 0, Training ...
[epoch: 0/1][iteration: 33/782][rank: 1] Loss_D: 0.0887, Loss_G: 12.0926, D(x): 0.9206, D(G(z)): 0.0002 / 0.0000, iteration time: 1.4222s
[epoch: 0/1][iteration: 33/782][rank: 0] Loss_D: 0.1638, Loss_G: 12.0926, D(x): 0.8606, D(G(z)): 0.0002 / 0.0000, iteration time: 1.4267s
[epoch: 0/1][iteration: 34/782][rank: 1] Loss_D: 0.0214, Loss_G: 10.6938, D(x): 0.9792, D(G(z)): 0.0001 / 0.0000, iteration time: 1.4505s
[epoch: 0/1][iteration: 34/782][rank: 0] Loss_D: 0.1121, Loss_G: 10.6938, D(x): 0.9030, D(G(z)): 0.0001 / 0.0000, iteration time: 1.4454s
[epoch: 0/1][iteration: 35/782][rank: 0] Loss_D: 0.0629, Loss_G: 6.6857, D(x): 0.9448, D(G(z)): 0.0030 / 0.0013, iteration time: 1.4504s
[epoch: 0/1][iteration: 35/782][rank: 1] Loss_D: 0.0784, Loss_G: 6.6857, D(x): 0.9338, D(G(z)): 0.0030 / 0.0013, iteration time: 1.4684s
[epoch: 0/1][iteration: 36/782][rank: 0] Loss_D: 1.9867, Loss_G: 14.4546, D(x): 0.9366, D(G(z)): 0.8399 / 0.0000, iteration time: 1.4506s
[epoch: 0/1][iteration: 36/782][rank: 1] Loss_D: 1.9481, Loss_G: 14.4546, D(x): 0.9728, D(G(z)): 0.8399 / 0.0000, iteration time: 1.4430s
[epoch: 0/1][iteration: 37/782][rank: 0] Loss_D: 0.1541, Loss_G: 15.5545, D(x): 0.8636, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4298s
[epoch: 0/1][iteration: 37/782][rank: 1] Loss_D: 0.1541, Loss_G: 15.5545, D(x): 0.8696, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4283s
[epoch: 0/1][iteration: 38/782][rank: 0] Loss_D: 0.3215, Loss_G: 14.9169, D(x): 0.7500, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4235s
[epoch: 0/1][iteration: 38/782][rank: 1] Loss_D: 0.4768, Loss_G: 14.9169, D(x): 0.6657, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4472s
[epoch: 0/1][iteration: 39/782][rank: 0] Loss_D: 0.0820, Loss_G: 13.5062, D(x): 0.9266, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4489s
[epoch: 0/1][iteration: 39/782][rank: 1] Loss_D: 0.0679, Loss_G: 13.5062, D(x): 0.9408, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4312s
[epoch: 0/1][iteration: 40/782][rank: 0] Loss_D: 0.1589, Loss_G: 11.4025, D(x): 0.8739, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4765s
[epoch: 0/1][iteration: 40/782][rank: 1] Loss_D: 0.0905, Loss_G: 11.4025, D(x): 0.9228, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4886s
[epoch: 0/1][iteration: 41/782][rank: 0] Loss_D: 0.0207, Loss_G: 8.2579, D(x): 0.9799, D(G(z)): 0.0003 / 0.0003, iteration time: 1.4293s
[epoch: 0/1][iteration: 41/782][rank: 1] Loss_D: 0.0155, Loss_G: 8.2579, D(x): 0.9849, D(G(z)): 0.0003 / 0.0003, iteration time: 1.4496s
[epoch: 0/1][iteration: 42/782][rank: 0] Loss_D: 0.0670, Loss_G: 4.4754, D(x): 0.9693, D(G(z)): 0.0333 / 0.0122, iteration time: 1.4275s
[epoch: 0/1][iteration: 42/782][rank: 1] Loss_D: 0.0634, Loss_G: 4.4754, D(x): 0.9715, D(G(z)): 0.0333 / 0.0122, iteration time: 1.4271s
[epoch: 0/1][iteration: 43/782][rank: 0] Loss_D: 2.4650, Loss_G: 13.6696, D(x): 0.9808, D(G(z)): 0.9034 / 0.0000, iteration time: 1.4142s
